title,hash.html,doi,source
A SPECTRAL ANALYSIS OF INTERRELATIONSHIPS BETWEEN THE MONEY STOCK AND CERTAIN ASSET MARKETS*,,,
A STATE-PREFERENCE MODEL OF OPTIMAL FINANCIAL LEVERAGE,,,
A STATISTICAL ANALYSIS OF MEMBER BANK PROFITABILITY DIFFERENCES*,,,
A STATISTICAL ANALYSIS OF THE RELATIVE PROFITABILITY OF COMMERCIAL BANKS,,,
A STATISTICAL EVALUATION OF THE CAUSE-EFFECT RELATIONSHIP BETWEEN MONEY AND INCOME*,,,
A STOCHASTIC SIMULATION OF THE PERSONAL INVESTMENT DECISION*,,,
A STRUCTURAL APPROACH TO THE IMPACT OF MONETARY POLICY,,,
A STRUCTURAL STUDY OF THE INCOME VELOCITY OF CIRCULATION,,,
A STUDY IN POSTWAR AMERICAN CENTRAL-BANKING THEORY AND POLICY*,,,
A STUDY IN THE MATURITY STRUCTURE OF INTEREST RATES*,,,
A STUDY IN THE RISK FACTOR IMPLICIT IN SECURITIES PRICES*,,,
A STUDY OF BANK MERGERS IN MARION COUNTY, INDIANA, 1945 TO 1960*,
A STUDY OF CASH PLANNING IN SMALL MANUFACTURING COMPANIES*,,,
A STUDY OF CREDITORS' PRACTICES IN THE FINANCING OF RELIGIOUS INSTITUTIONS*,,,
A STUDY OF DISTRIBUTED LAGS AND BUSINESS FIXED INVESTMENT*,,,
A STUDY OF FINANCIAL EXPANSION IN THE BASIC CHEMICAL INDUSTRY, 1947–56*,,
A STUDY OF MONEY STOCK CONTROL,,,
A STUDY OF PUBLIC HOUSING IN THE UNITED STATES*,,,
A STUDY OF REFINEMENTS IN THE INCIDENTS OF BUSINESS OWNERSHIP FROM THE MEDIEVAL PERIOD TO THE TWENTIETH CENTURY*,,,
A STUDY OF RELATIVE COMMON EQUITY VALUE IN FIFTY MERGERS OF LISTED INDUSTRIAL CORPORATIONS, 1950–57*,,
A STUDY OF SPECIAL POSTWAR RESERVES OF 134 MANUFACTURING CORPORATIONS*,,,
A STUDY OF THE BORROWING PATTERNS OF EIGHTEEN CLEVELAND-TERRITORY, FOURTH FEDERAL RESERVE DISTRICT MEMBER BANKS OVER THE PERIOD, 1961–1965*,
A STUDY OF THE COUNTERCYCLICAL ASPECTS OF TOTAL GOVERNMENT FISCAL POLICY, 1929–40*,,
A STUDY OF THE DELINEATION OF GEOGRAPHIC MARKETS FOR BUSINESS LOANS*,,,
A STUDY OF THE INFLUENCE OF GROWTH ON THE VALUATION OF EQUITY*,,,
A STUDY OF THE PEOPLE'S BANK OF CHINA*,,,
A STUDY OF WHOLESALE BANKING BEHAVIOR*,,,
A SUGGESTED SOLUTION TO THE MONETARY-POLICY INDICATOR PROBLEM: THE MONETARY FULL EMPLOYMENT INTEREST RATE,,,
A SUGGESTION FOR THE CONTROL OF PEACETIME INFLATION*,,,
A SUGGESTION FOR THE REVALUATION OF GOLD*,,,
A SURROGATIVE MEASURE OF BUSINESS CONFIDENCE AND ITS RELATION TO STOCK PRICES,,,
A SURVEY AND EVALUATION OF ALTERNATIVES IN A STRENGTHENED LOCAL GOVERNMENT REVENUE STRUCTURE WITH SPECIAL REFERENCE TO PENNSYLVANIA*,,,
A Survey of Corporate Governance,,,
A SURVEY OF SOME NEW RESULTS IN FINANCIAL OPTION PRICING THEORY,,,
A Tale of Two Premiums: The Role of Hedgers and Speculators in Commodity Futures Markets,,,
A Tale of Two Runs: Depositor Responses to Bank Solvency Risk,,,
A TAX CUT IN A MULTIPLE SECURITY MODEL: CROWDING OUT, PULLING IN AND THE TERM STRUCTURE OF INTEREST RATES*,,
A Tax-Induced Clientele for Index-Linked Corporate Bonds,,,
A Tax-Tax Clientele for Inde-linked Bonds: A Comment,,,
A Test for the Number of Factors in an Approximate Factor Model,,,
A TEST OF HAMMER'S DEMAND FOR PHYSICAL CAPITAL MODEL USING FIRM DATA,,,
A Test of the Errors-in-Expectations Explanation of the Value/Glamour Stock Returns Performance: Evidence from Analysts' Forecasts,,,
A Test of the Modigliani-Miller Invariance Theorem and Arbitrage in Experimental Asset Markets,,,
A Test of the OPEC Cartel Hypothesis: 1974–1983,,,
A Test of the Relative Pricing Effects of Dividends and Earnings: Evidence from Simultaneous Announcements in Japan,,,
A Theoretic Framework for the Analysis of Credit Union Decision Making,,,
A Theoretical Analysis of Real Estate Returns,,,
A THEORETICAL AND EMPIRICAL INVESTIGATION OF DEBT MATURITY TIMING AND YIELD CURVE SLOPE ANALYSIS*,,,
A THEORETICAL AND EMPIRICAL STUDY OF FIXED INVESTMENT IN THE UNITED STATES STEEL INDUSTRY, 1947–1965*,,
A THEORETICAL AND STATISTICAL ANALYSIS OF THE DETERMINANTS OF THE CURRENCY-DEMAND DEPOSIT RATIO FOR THE UNITED STATES, 1952 to 1971*,,
A Theoretical Framework for Evaluating the Impact of Universal Reserve Requirements,,,
A Theoretical Model for Valuing Preferred Stock,,,
A Theory of Bank Capital,,,
A Theory of Capital Structure Relevance under Imperfect Information,,,
A Theory of Common Stock Returns Over Trading and Non-Trading Periods,,,
A Theory of Corporate Scope and Financial Structure,,,
A Theory of Debt Maturity: The Long and Short of Debt Overhang,,,
A Theory of Dividends Based on Tax Clienteles,,,
A Theory of Equivalent Expectation Measures for Contingent Claim Returns,,,
A Theory of Friendly Boards,,,
A THEORY OF HUMPBACKED BOND YIELD CURVES,,,
A Theory of Noise Trading in Securities Markets,,,
A THEORY OF OPTIMAL LIFE INSURANCE: DEVELOPMENT AND TESTS,,,
A Theory of Pyramidal Ownership and Family Business Groups,,,
A Theory of Stock Price Responses to Alternative Corporate Cash Disbursement Methods: Stock Repurchases and Dividends,,,
A Theory of Takeovers and Disinvestment,,,
A Theory of the Dynamics of Security Returns around Market Closures,,,
A Theory of the Syndicate: Form Follows Function,,,
A Theory of Trading Volume,,,
A Theory of Workouts and the Effects of Reorganization Law*,,,
A Theory of Zombie Lending,,,
A TIME SERIES ANALYSIS OF POST-ACCORD INTEREST RATES,,,
A TIME SERIES ANALYSIS OF POST-ACCORD INTEREST RATES: COMMENT,,,
A Tough Act to Follow: Contrast Effects in Financial Markets,,,
A TRANSACTIONS COST APPROACH TO THE THEORY OF FINANCIAL INTERMEDIATION,,,
A Transactions Data Test of Stock Index Futures Market Efficiency and Index Arbitrage Profitability,,,
A TRANSITION MODEL FOR PORTFOLIO REVISION*,,,
A TWO-PERIOD BALANCE SHEET MODEL FOR BANKS*,,,
A Unified Model of Firm Dynamics with Limited Commitment and Assortative Matching,,,
A Unified Theory of Tobin's q, Corporate Investment, Financing, and Risk Management
A Unified Theory of Underreaction, Momentum Trading, and Overreaction in Asset Markets,
A UTILITY FUNCTION DEPENDING ON THE FIRST THREE MOMENTS,,,
A Utility-Based Model of Common Stock Price Movements,,,
A Variance-Ratio Test of Random Walks in Foreign Exchange Rates,,,
A VARMA Analysis of the Causal Relations Among Stock Returns, Real Output, and Nominal Interest Rates,
A “DURATION” FALLACY,,,
ABANDONMENT VALUE AND CAPITAL BUDGETING*,,,
ABANDONMENT VALUE AND CAPITAL BUDGETING: COMMENT,,,
ABANDONMENT VALUE AND CAPITAL BUDGETING: REPLY,,,
Abandonment Values and Abandonment Decisions: A Clarification,,,
ABOUT OUR AUTHORS,,,
ABSENCE OF MONEY ILLUSION: A SINE QUA NON FOR NEUTRAL MONEY?*,,,
Abstracts of Papers Presented at the 1993 AFA Meetings,,,
Abstracts of Papers Presented at the 1994 AFA Meeting,,,
Abstracts of Papers Presented at the 1995 AFA Meeting,,,
Abstracts of Papers Presented at the 1996 AFA Meeting,,,
Abstracts of Papers Presented at the 1997 AFA Meeting,,,
Accelerating Inflation, Technological Innovation, and the Decreasing Effectiveness of Banking Regulation,
Access to Capital, Capital Structure, and the Funding of the Firm,
Access to Collateral and Corporate Debt Structure: Evidence from a Natural Experiment,,,
Access to Collateral and the Democratization of Credit: France's Reform of the Napoleonic Security Code,,,
Accounting for Forward Rates in Markets for Foreign Currency,,,
Accounts Receivable Management Policy: Theory and Evidence,,,
Acknowledgement: Kinks on the Mean-Variance Frontier,,,
Acquisition of Divested Assets and Shareholders' Wealth,,,
ACTIVE AND PASSIVE MONETARY POLICY IN A NEOCLASSICAL MODEL,,,
ACTIVITIES OF STUDENT AFFILIATES,,,
ACTIVITIES OF STUDENT AFFILIATES 1959–60,,,
ACTIVITIES OF STUDENT AFFILIATES 1960–61,,,
Actual Share Reacquisitions in Open-Market Repurchase Programs,,,
ADAM SMITH ON USURY LAWS,,,
ADAPTATION OF THE FARM FIRM IN WESTERN KANSAS TO CONDITIONS OF UNCERTAINTY*,,,
Adaptive Traders and the Design of Financial Markets,,,
Addendum to the 2001 Minutes,,,
Additional Evidence on Integration in the Canadian Stock Market,,,
Additional Evidence on the Relation Between Divestiture Announcements and Shareholder Wealth,,,
ADDITIONAL EVIDENCE ON THE TIME SERIES PROPERTIES OF REPORTED EARNINGS PER SHARE: COMMENT,,,
ADDITIONS TO THE 1959 MEMBERSHIP DIRECTORY,,,
Additive Insurance Premiums: A Note,,,
ADDRESS BY THE HONORABLE GEORGE P. SCHULTZ THE SECRETARY OF THE TREASURY BEFORE A JOINT MEETING OF THE AMERICAN ECONOMIC ASSOCIATION AND THE AMERICAN FINANCE ASSOCIATION,,,
ADEQUACY OF FINANCING FOR SMALL BUSINESS SINCE WORLD WAR II*,,,
Adjusting for Beta Bias: An Assessment of Alternate Techniques: A Note,,,
ADJUSTING THE POSTURE OF THE U.S. ECONOMY TO FACILITATE CORPORATE FREEDOM IN INTERNATIONAL ACTIONS,,,
Adjustment Costs and Capital Asset Pricing,,,
ADMINISTERED PRICES AND THE MARKET REACTION: THE CASE OF URBAN CORE PROPERTY INSURANCE,,,
ADMINISTRATION OF THE PURCHASING FUNCTION IN STATE GOVERNMENT*,,,
ADMISSIBLE PORTFOLIOS FOR ALL INDIVIDUALS,,,
Admissible Rate Bases, Fair Rates of Return and the Structure of Regulation,,
Advance Refundings of Municipal Bonds,,,
ADVANCE SALES OF GOVERNMENT SECURITY ISSUES,,,
Adverse Selection in a Model of Real Estate Lending,,,
Advertising Expensive Mortgages,,,
AFA 2019 ATLANTA MEETINGS SEVENTY-NINTH ANNUAL MEETING AMERICAN FINANCE ASSOCIATION Atlanta, Georgia,,
AFA 2020 SAN DIEGO MEETINGS EIGHTIETH ANNUAL MEETING AMERICAN FINANCE ASSOCIATION San Diego, California,,
AFA Announcements,,,
Affiliated Bank Performance and the Simultaneity of Financial Decision-Making,,,
Affine Term Structure Models and the Forward Premium Anomaly,,,
After-Hours Stock Prices and Post-Crash Hangovers,,,
Agency Conflicts and Cash: Estimates from a Dynamic Model,,,
Agency Conflicts in Public and Negotiated Transfers of Corporate Control,,,
Agency Conflicts, Investment, and Asset Pricing,
Agency Conflicts, Investment, and Asset Pricing: Erratum,
Agency Costs and Ownership Structure,,,
Agency Costs, Risk Management, and Capital Structure,
Agency Problems and Dividend Policies around the World,,,
Agency Problems at Dual-Class Companies,,,
Agency Problems in Public Firms: Evidence from Corporate Jets in Leveraged Buyouts,,,
Agency Problems, Equity Ownership, and Corporate Diversification,
Agency, Delayed Compensation, and the Structure of Executive Remuneration,
Agency, Firm Growth, and Managerial Turnover,
Aggregate Jump and Volatility Risk in the Cross-Section of Stock Returns,,,
Aggregate Risk and the Choice between Cash and Lines of Credit,,,
AGGREGATE STRUCTURAL CHANGE: RECENT TIME-SERIES AND CROSS-SECTION EVIDENCE*,,,
AGGREGATIVE AND SECTORAL HYPOTHESES ON THE DEMAND FOR MONEY: COMPARATIVE TESTS FOR THE BUSINESS SECTOR*,,,
ALLOCATION OF MULTISTATE INCOME UNDER STATE CORPORATE NET INCOME TAXES*,,,
Alpha and Performance Measurement: The Effects of Investor Disagreement and Heterogeneity,,,
ALTERNATIVE EFFICIENCY CRITERIA: AN EMPIRICAL ANALYSIS,,,
Alternative Information Sources and the Information Content of Bank Loans,,,
ALTERNATIVE MODELS OF FEDERAL RESERVE BEHAVIOR*,,,
ALTERNATIVE OPTIMAL OPEN MARKET STRATEGIES: A SIMULATION APPROACH*,,,
ALTERNATIVE THEORIES AND TESTS OF U.S. SHORT-TERM FOREIGN INVESTMENT,,,
AMBIGUITIES IN THE CROSS-SECTION ANALYSIS OF PER SHARE FINANCIAL DATA,,,
AMBIGUITIES IN THE CROSS-SECTION ANALYSIS OF PER SHARE FINANCIAL DATA: COMMENT,,,
AMBIGUITY WHEN PERFORMANCE IS MEASURED BY THE SECURITIES MARKET LINE,,,
Ambiguity, Information Quality, and Asset Pricing,
Ambiguous Information, Portfolio Inertia, and Excess Volatility,
AMERICAN AND CANADIAN EXPERIENCE WITH THE SALES TAX*,,,
AMERICAN FINANCE ASSOCIATION,,,
American Finance Association,,,
AMERICAN FINANCE ASSOCIATION BUSINESS PROCEEDINGS,,,
American Finance Association Business Proceedings,,,
AMERICAN FINANCE ASSOCIATION MEETINGS,,,
AMERICAN FINANCE ASSOCIATION MEETINGS Washington, D.C., December 1967,
AMERICAN FINANCE ASSOCIATION REGIONAL ORGANIZATION,,,
AMERICAN FINANCE ASSOCIATION: Minutes of the Annual Membership Meeting,,,
American Finance Association: Minutes of the Annual Membership Meeting December 29, 1981,,
AMERICAN FINANCE ASSOCIATION: Minutes of the Annual Membership Meeting September 6, 1980,,
AMERICAN FINANCE ASSOCIATION: Report of the Executive Secretary and Treasurer for the Year Ending September 30, 1982,,
AMERICAN SECURITY PRICE MOVEMENTS COMPARED TO FOREIGN SECURITY PRICE MOVEMENTS,,,
AMERICAN TRADING IN FOREIGN SECURITIES,,,
Amir Sufi,,,
AMUNDI PIONEER AND BRATTLE GROUP PRIZES FOR 2018,,,
AMUNDI PIONEER PRIZES FOR 2017*,,,
AMUNDI SMITH BREEDEN PRIZES FOR 2016,,,
AN ADDITIONAL NOTE ON CO-ORDINATION OF BANKING AND MONETARY AGENCIES*,,,
An Aggregate Model of the Credit Union Industry,,,
AN ALTERNATE ESTIMATION OF THE “NEUTRALIZED MONEY STOCK”,,,
An Alternative Testable Form of the Consumption CAPM,,,
AN ALTERNATIVE TO THE YIELD SPREAD AS A MEASURE OF RISK,,,
AN ANALYSIS AND APPRAISAL OF RIGHTS OFFERINGS AS A METHOD OF RAISING EQUITY CAPITAL*,,,
AN ANALYSIS AND EVALUATION OF ALTERNATIVE RESERVE REQUIREMENT PLANS,,,
AN ANALYSIS OF ALTERNATIVE MEASURES OF INVESTMENT RISK,,,
AN ANALYSIS OF ALTERNATIVE METHODS OF FOREST TAXATION: THEIR EFFECTS ON REAL FOREST INVESTMENT AND SOCIAL VALUE YIELDS NOT SUBJECT TO CAPTURE BY THE OWNER*,,,
An Analysis of Bank Loan Rate Indexation,,,
An Analysis of Bidding in the Japanese Government Bond Auctions,,,
An Analysis of Brokers' and Analysts' Unpublished Forecasts of UK Stock Returns,,,
An Analysis of Changes in Specialist Inventories and Quotations,,,
AN ANALYSIS OF CHANGES IN THE MERGER VALUATION PROCESSES OF LISTED INDUSTRIAL CORPORATIONS DURING THE CURRENT MERGER MOVEMENT, 1950–1966*,,
AN ANALYSIS OF CONVERTIBLE DEBENTURES: THEORY AND SOME EMPIRICAL EVIDENCE*,,,
An Analysis of Countercyclical Policies of The FHLBB,,,
AN ANALYSIS OF CREDIT INSURANCE*,,,
AN ANALYSIS OF CURRENT EXPERIENCE AND RETROSPECTIVE RATING PLANS,,,
An Analysis of Divestiture Effects Resulting from Deregulation,,,
An Analysis of Finance Journal Impact Factors,,,
AN ANALYSIS OF FINANCIAL DECISIONS FOR RETIREMENT: AN EXPLORATION OF SEVERAL METHODOLOGIES WHERE THERE IS UNCERTAINTY OF INVESTMENT RETURNS AND MORTALITY,,,
AN ANALYSIS OF FIXED ASSET ACCOUNTING AND ITS EFFECT UPON PROFIT DETERMINATION DURING PERIODS OF PRICE CHANGE*,,,
AN ANALYSIS OF GROUP ANNUITIES*,,,
An Analysis of Intertemporal Pricing for Forward Foreign Exchange Contracts,,,
An Analysis of Intraday Patterns in Bid/Ask Spreads for NYSE Stocks,,,
An Analysis of Mortgage Contracting: Prepayment Penalties and the Due-on-Sale Clause,,,
AN ANALYSIS OF OBJECTIVE INDICATORS OF SPECULATIVE ACTIVITY UNDER A SYSTEM OF FLEXIBLE EXCHANGE RATES*,,,
AN ANALYSIS OF PORTFOLIO MAINTENANCE STRATEGIES**,,,
An Analysis of Risk and Return Characteristics of Corporate Bankruptcy Using Capital Market Data,,,
AN ANALYSIS OF SAVINGS AND LOAN PROFIT PERFORMANCE,,,
AN ANALYSIS OF THE CERTIFICATE RESERVE PLAN,,,
AN ANALYSIS OF THE DETERMINANTS AND PREDICTABILITY OF AGENCY RATINGS OF DOMESTIC UTILITY BOND QUALITY*,,,
An Analysis of the Determinants and Shareholder Wealth Effects of Mutual Fund Mergers,,,
AN ANALYSIS OF THE DISTRIBUTION OF THE MINNESOTA PERSONAL PROPERTY TAX*,,,
AN ANALYSIS OF THE EFFECTIVENESS OF FHLBB LIQUIDITY POLICY, 1971–1975,,
AN ANALYSIS OF THE EFFECTS OF THE REMOVAL OF THE YIELD CEILING ON FEDERALLY INSURED MORTGAGES IN CANADA,,,
AN ANALYSIS OF THE EFFICIENCY OF THE MARKET FOR NEW CORPORATE BONDS IN REFLECTING TWO SOURCES OF ESSENTIALLY FREE INFORMATION, 1960–1971*,,
An Analysis of the Forecast Error Impact of Alternative Beta Adjustment Techniques and Risk Classes,,,
An Analysis of the Impact of Deposit Rate Ceilings on the Market Values of Thrift Institutions,,,
An Analysis of the Impact of Interest Rate Ceilings,,,
AN ANALYSIS OF THE IMPACT OF VALUATION REQUIREMENTS ON THE PREFERRED STOCK INVESTMENT POLICIES OF LIFE INSURANCE COMPANIES*,,,
AN ANALYSIS OF THE KENTUCKY INCOME TAX*,,,
AN ANALYSIS OF THE MONETARY AND BANKING SYSTEM OF NIGERIA*,,,
AN ANALYSIS OF THE PERMANENT PRICE CHANGE ASSOCIATED WITH COMMON STOCK SPLITS*,,,
An Analysis of the Portfolio Behavior of Black-Owned Commercial Banks,,,
AN ANALYSIS OF THE PRICE BEHAVIOR OF INITIAL COMMON STOCK OFFERINGS,,,
An Analysis of the Recommendations of the “Superstar” Money Managers at Barron's Annual Roundtable,,,
AN ANALYSIS OF THE SOURCES AND USES OF FUNDS OF THE ATLANTA-AREA SAVINGS AND LOAN INDUSTRY, 1960 THROUGH 1966*,,
AN ANALYSIS OF THE USE OF COST-OF-CAPITAL CONCEPTS IN NATURAL-GAS-PIPELINE RATE REGULATION*,,,
An Analysis of Variable Rate Loan Contracts,,,
An Analysis of Yield Curve Notes,,,
AN ANALYTIC APPROACH TO SENSITIVITY ANALYSIS OF THE INTERNAL RATE OF RETURN MODEL,,,
AN ANALYTICAL MODEL FOR LONG-RANGE FINANCIAL PLANNING*,,,
An Anatomy of Commodity Futures Risk Premia,,,
An Anatomy of the “S&P Game”: The Effects of Changing the Rules,,,
AN APPRAISAL OF CORPORATE WORKING FUND REQUIREMENTS*,,,
AN APPRAISAL OF THE OHIO AXLE-MILE TRUCK TAX*,,,
AN APPRAISAL OF THE SOURCES AND USES OF FUNDS: APPPROACH TO THE ANALYSIS OF FINANCIAL MARKETS,,,
AN APPROACH TO THE ANALYSIS OF THE DIFFERENTIAL EFFECTS OF MONETARY POLICY*,,,
AN APPROACH TO THE VALUATION OF UNCERTAIN INCOME STREAMS,,,
An Asset-Pricing Theory Unifying the CAPM and APT,,,
An Asymptotic Theory for Estimating Beta-Pricing Models Using Cross-Sectional Regression,,,
AN ECONOMETRIC ANALYSIS OF THE ROLE OF FINANCIAL INTERMEDIARIES IN POSTWAR RESIDENTIAL BUILDING CYCLES*,,,
AN ECONOMETRIC EQUITY-MARKET MODEL: COBWEBS IN THE STOCK MARKET*,,,
AN ECONOMETRIC MODEL OF THE IMPACT OF OPEN MARKET OPERATIONS ON VARIOUS BANK CLASSES,,,
An Econometric Model of the Term Structure of Interest-Rate Swap Yields,,,
AN ECONOMETRIC STUDY OF EURO-DOLLAR BORROWING BY NEW YORK BANKS AND THE RATE OF INTEREST ON EURO-DOLLARS,,,
AN ECONOMETRIC STUDY OF EURODOLLAR BORROWING BY NEW YORK BANKS AND THE RATE OF INTEREST ON EURODOLLARS: COMMENT,,,
AN ECONOMIC ANALYSIS OF COMMERCIAL BANKING IN NEVADA*,,,
AN ECONOMIC ANALYSIS OF CREDIT UNIONS IN MICHIGAN*,,,
AN ECONOMIC ANALYSIS OF FINANCING AN INTERSTATE HIGHWAY SYSTEM*,,,
An Economic Analysis of Interest Rate Swaps,,,
AN ECONOMIC ANALYSIS OF THE AGRICULTURAL PRODUCTION LENDING ACTIVITIES OF MINNESOTA COUNTRY BANKS*,,,
AN ECONOMIC ANALYSIS OF THE BURDEN OF PUBLIC DEBT*,,,
AN ECONOMIC BUDGET—NEW YORK STATE, 1937–1948*,,
AN ECONOMIC STUDY OF RESEARCH AND DEVELOPMENT EXPENDITURES IN THE UNITED STATES SINCE WORLD WAR II*,,,
An Empirical Analysis of Analysts' Target Prices: Short-term Informativeness and Long-term Dynamics,,,
AN EMPIRICAL ANALYSIS OF COMMERCIAL BANK LENDING BEHAVIOR*,,,
AN EMPIRICAL ANALYSIS OF DIFFERENTIAL CAPITAL MARKET REACTIONS TO EXTRAORDINARY ACCOUNTING ITEMS1,,,
An Empirical Analysis of Illegal Insider Trading,,,
An Empirical Analysis of the Dynamic Relation between Investment-Grade Bonds and Credit Default Swaps,,,
AN EMPIRICAL ANALYSIS OF THE FLOTATION COST OF CORPORATE SECURITIES, 1971–1972,,
An Empirical Analysis of the Limit Order Book and the Order Flow in the Paris Bourse,,,
An Empirical Analysis of the Pricing of Collateralized Debt Obligations,,,
AN EMPIRICAL ANALYSIS OF THE PRICING OF MORTGAGE-BACKED SECURITIES,,,
An Empirical Analysis of the Role of the Medium of Exchange in Mergers,,,
AN EMPIRICAL APPRAISAL OF THE EFFICIENCY OF THE MARKET FOR FIRST PUBLIC OFFERINGS OF COMMON STOCK*,,,
An Empirical Comparison of Alternative Models of the Short-Term Interest Rate,,,
An Empirical Comparison of Forward-Rate and Spot-Rate Models for Valuing Interest-Rate Options,,,
AN EMPIRICAL EXAMINATION OF FACTORS WHICH INFLUENCE WARRANT PRICES,,,
An Empirical Examination of the Black-Scholes Call Option Pricing Model,,,
AN EMPIRICAL INVESTIGATION OF COMMERCIAL PAPER SUB-MARKETS: 1955–1968*,,,
An Empirical Investigation of Continuous-Time Equity Return Models,,,
An Empirical Investigation of Short-Selling Activity Prior to Seasoned Equity Offerings,,,
An Empirical Investigation of the Arbitrage Pricing Theory,,,
An Empirical Investigation of the Market for Comex Gold Futures Options,,,
An Empirical Investigation of U.S. Firms in Reorganization,,,
AN EMPIRICAL STUDY OF ABANDONMENT DECISIONS,,,
AN EMPIRICAL STUDY OF STOCK PRICE AND RISK AS THEY RELATE TO ACCOUNTING CHANGES IN INVENTORY VALUATION METHODS*,,,
An Empirical Study of the Consequences of U.S. Tax Rules for International Acquisitions by U.S. Firms,,,
AN EMPIRICAL TEST FOR SYNERGISM IN MERGER,,,
AN EMPIRICAL TEST OF GUIDES TO SELECTION OF INDUSTRIAL COMMON STOCKS FOR INSTITUTIONS*,,,
AN EMPIRICAL TEST OF THE ALTERNATIVE HYPOTHESES OF NATIONAL AND INTERNATIONAL PRICING OF RISKY ASSETS,,,
An Empirical Test of the Impact of Managerial Self-Interest on Corporate Capital Structure,,,
AN EMPIRICAL TEST OF THE LARSON-GONEDES EXCHANGE RATIO DETERMINATION MODEL,,,
AN ENDOGENOUS TREATMENT OF THE FEDERAL RESERVE SYSTEM IN A MACRO-ECONOMETRIC MODEL*,,,
An Equilibrium Analysis of Debt Financing under Costly Tax Arbitrage and Agency Problems,,,
An Equilibrium Analysis of Hedging with Liquidity Constraints, Speculation, and Government Price Subsidy in a Commodity Market,
An Equilibrium Model of Asset Trading with Sequential Information Arrival,,,
AN ESTIMATE OF BANK-ADMINISTERED PERSONAL TRUST FUNDS*,,,
AN EVALUATION AND EMPIRICAL STUDY OF THE DISCLOSURE OF ACCOUNTING POLICIES IN PUBLISHED FINANCIAL STATEMENTS*,,,
AN EVALUATION OF ACCOUNTING METHODOLOGY AS AN ACCENTUATING FACTOR IN BUSINESS FLUCTUATIONS*,,,
AN EVALUATION OF ALTERNATIVE EMPIRICAL MODELS OF THE TERM STRUCTURE OF INTEREST RATES*,,,
AN EVALUATION OF CAPITAL BUDGETING PROCEDURES UNDER UNCERTAINTY*,,,
AN EVALUATION OF CREDIT CONTROL TOOLS*,,,
AN EVALUATION OF MUNICIPAL “BANKRUPTCY” LAWS AND PROCEDURES,,,
AN EVALUATION OF PURCHASE AND POOLING CONCEPTS OF ACCOUNTING FOR CORPORATE MERGERS AND ACQUISITIONS*,,,
AN EVALUATION OF THE COMPETITIVE EFFECT OF FHLB OPEN MARKET OPERATIONS ON SAVINGS INFLOWS AT SAVINGS AND LOAN ASSOCIATIONS,,,
AN EVALUATION OF THE EMPIRICAL SIGNIFICANCE OF OPTIMAL SEEKING ALGORITHMS IN PORTFOLIO SELECTION*,,,
AN EVALUATION OF THE LIQUIDITY OF THE ASSETS OF THE COMMERCIAL BANKS IN THE UNITED STATES, 1939–53*,,
AN EVALUATION OF THE VOLUNTARY CREDIT RESTRAINT PROGRAM OF 1951–52*,,,
An Exact Bond Option Formula,,,
An Exact Solution to a Dynamic Portfolio Choice Problem under Transactions Costs,,,
AN EXAMINATION OF CORPORATE CALL POLICIES ON CONVERTIBLE SECURITIES,,,
An Examination of Ex-Dividend Day Stock Price Movements: The Case of Nontaxable Master Limited Partnership Distributions,,,
An Examination of Long-Term Abnormal Stock Returns and Operating Performance Following R&D Increases,,,
An Examination of Stock Market Return Volatility During Overnight and Intraday Periods, 1964–1989,,
AN EXAMINATION OF THE EFFECTS OF INTERNATIONAL DIVERSIFICATION FROM THE BRITISH VIEWPOINT ON BOTH HYPOTHETICAL AND REAL PORTFOLIOS,,,
An Examination of the Empirical Relationship between the Dividend and Investment Decisions: A Note,,,
An Examination of the Impact of the Garn-St. Germain Depository Institutions Act of 1982 on Commercial Banks and Savings and Loans,,,
AN EXAMINATION OF THE INFLUENCE OF DEPOSIT BEHAVIOR ON THE PERFORMANCE OF COMMERCIAL BANKS' ASSETS*,,,
An Examination of the Relationship between Pure Residual and Market Risk: A Note,,,
An Examination of the Super Bowl Stock Market Predictor,,,
AN EXAMINATION OF THE YIELDS OF CORPORATE BONDS AND STOCKS,,,
AN EXAMINATION OF THE YIELDS OF CORPORATE BONDS AND STOCKS: COMMENT,,,
An Examination of Uncovered Interest Rate Parity in Segmented International Commodity Markets,,,
An Experimental Study of Bond Market Pricing,,,
An Explanation of Negative Swap Spreads: Demand for Duration from Underfunded Pension Plans,,,
An Exploration of Competitive Signalling Equilibria with “Third Party” Information Production: The Case of Debt Insurance,,,
An Exploration of Neo-Austrian Theory Applied to Financial Markets,,,
AN EXTENSION OF THE BAUMOL-TOBIN APPROACH TO THE TRANSACTIONS DEMAND FOR CASH,,,
AN EXTENSION OF THE MARKOWITZ PORTFOLIO SELECTION MODEL TO INCLUDE VARIABLE TRANSACTIONS' COSTS, SHORT SALES, LEVERAGE POLICIES AND TAXES,
An Immunization Strategy is a Minimax Strategy,,,
An Incentive Approach to Banking Regulation,,,
AN INDEX FOR EVALUATING FINANCIAL PERFORMANCE,,,
AN INDUSTRY STUDY OF THE PROFITABILITY OF MERGERS IN THE UNITED KINGDOM,,,
An Information-Based Theory of Time-Varying Liquidity,,,
AN INTEGRATED DECISION MODEL OF THE FIRM*,,,
AN INTEGRATED INTERTEMPORAL LINEAR PROGRAMMING MODEL UNDER RISK FOR SHORT-TERM FINANCIAL PLANNING*,,,
